"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1962238623354663161","Sun Aug 31 19:38:39 +0000 2025","5","Pertemuan ini? Hahaha ini cuma memperkuat kekuasaannya jangankan permintaan maaf eksplisit. Bro Sah Kan UU Perampasan Aset = Bunuh Diri 2029 masih butuh modal kampanye bro toh Parlemen mostly kolega mereka semua. Kalo Jadi WNI Lo jangan Naif banget deh wkwkwk ","1962238623354663161","","","in","","0","1","0","https://x.com/undefined/status/1962238623354663161","1879181900625096704",
"1962230296197169219","Sun Aug 31 19:05:33 +0000 2025","0","Melupakan Palestina sama dengan bunuh diri moral. #JanganLupakanPalestina https://t.co/4zu4mngL4I","1962230296197169219","https://pbs.twimg.com/media/Gzs-DfyWAAA2TiJ.jpg","","in","","0","0","0","https://x.com/undefined/status/1962230296197169219","1502988019359436805",
"1784806540261929464","Sun Aug 31 19:05:23 +0000 2025","1","@dawiguna @JLion555 artinya. yg menciptakan kejahatan adalah para penjahat itu sendiri . kelompok2 itu di ciptakan untuk kepentingan politik sewaktu2 bisa dipakai jika dibutuhkan meskipun harus ada korban (contoh bom bunuh diri) operasi cipta kondisi intelijen memelihara ahli hipnotis/gendam","1962230254912836087","","dawiguna","in","","0","0","0","https://x.com/undefined/status/1962230254912836087","1459675385134608390",
"1962221583998833055","Sun Aug 31 18:54:48 +0000 2025","0","@zxxatob kok bs lu hidup jadi wni fans emyu dan tifosi tak itu namanya pencobaan bunuh diri","1962227590984335602","","zxxatob","in","","0","1","0","https://x.com/undefined/status/1962227590984335602","1509359844373204995",
"1961836743763894462","Sun Aug 31 18:36:39 +0000 2025","0","@124ConchSpree @snicktwixchicks @kucinggendut__ gila ya malah pembunuhannya ditutupi sedemikian rupa sampe bikin narasi bunuh diri. takut banget","1962223023504974014","","124ConchSpree","in","","0","0","0","https://x.com/undefined/status/1962223023504974014","1307025967047536642",
"1962215496390258827","Sun Aug 31 18:08:27 +0000 2025","0","@sigewinners kalau aku diginiin aku akn bunuh diri","1962215925178065109","","sigewinners","in","","0","1","0","https://x.com/undefined/status/1962215925178065109","921025775146373125",
"1962063351137366073","Sun Aug 31 17:41:56 +0000 2025","0","@Faraz_kepri @cutsarina5 Dia lagi lakukan politik bunuh diri tujuaannya adalah utk mendowngrade politik jawa dari dalam. Luar biasa taktik org minang memukul ular pakek tangan org lain. Surya paloh juga luar biasa dibelakang layar . Hanya org2 yg sudah tercerahkan yg dapat pahami ini.","1962209252203962756","","Faraz_kepri","in","","0","0","0","https://x.com/undefined/status/1962209252203962756","1121850655545544704",
"1962206356284592598","Sun Aug 31 17:30:26 +0000 2025","0","Demokrat lagi nyewa buzzer kah? Riding the wave saat kondisi darurat sama aja bunuh diri pak @SBYudhoyono @PDemokrat Stop bikin trending yg gak mutu!","1962206356284592598","","","in","","0","0","0","https://x.com/undefined/status/1962206356284592598","1639514300686692354",
"1962102699899723858","Sun Aug 31 17:14:42 +0000 2025","1","@ujjomarcojo @sociotalker lu berani ninggalin partai pemenang pemilu? bunuh diri namanya lagian emang ada masalah prab sm mega? skrg mereka punya lawan yg sama..","1962202398820356325","","ujjomarcojo","in","","0","1","0","https://x.com/undefined/status/1962202398820356325","1776644430457712640",
"1962078713715294282","Sun Aug 31 17:14:25 +0000 2025","0","@urlavoca Partai nya bunuh diri klo gak di PAW.","1962202329257820170","","urlavoca","in","","0","0","0","https://x.com/undefined/status/1962202329257820170","210349402",
"1962199521213198619","Sun Aug 31 17:03:16 +0000 2025","1","Kalo lu cuma mau rusuh fearmongerin orang orang mending bunuh diri aja sana. Nemu selongsong peluru ga jelas aja teriak teriak udah pada pake peluru timah.","1962199521213198619","","","in","","0","0","0","https://x.com/undefined/status/1962199521213198619","1884876697063030784",
