"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1939704042630045752","Mon Jun 30 16:14:57 +0000 2025","0","@stelunara aduh by kayaknya yang itu gak dulu itu lagu tersakit aku jg by gamau bunuh diri ","1939719314644644074","","stelunara","in","","0","0","0","https://x.com/undefined/status/1939719314644644074","1802283604049047552",
"1939676260642509239","Mon Jun 30 15:29:31 +0000 2025","0","@antn_ja Pada bunuh diri semua endingnya ","1939707881601081678","","antn_ja","in","","0","0","0","https://x.com/undefined/status/1939707881601081678","2328132680",
"1936725093260124608","Mon Jun 30 15:26:16 +0000 2025","0","@deviilworkk Bunuh diri aje anying sapa peduli","1939707063044849933","","deviilworkk","in","","0","0","0","https://x.com/undefined/status/1939707063044849933","1480196341468844036",
"1939706498453790721","Mon Jun 30 15:24:01 +0000 2025","1","gws van ajg gue kek bunuh diri","1939706498453790721","","","in","","0","1","0","https://x.com/undefined/status/1939706498453790721","1617178823770124288",
"1939705925985788232","Mon Jun 30 15:21:45 +0000 2025","0","Ini percobaan bunuh diri gue ini ya Allah black hair dua duanya tambah mullet 1 https://t.co/FXryX3cFNv","1939705925985788232","https://pbs.twimg.com/media/Gus4QopboAAaKed.jpg","","in","","0","0","0","https://x.com/undefined/status/1939705925985788232","1291268721583906816",
"1939704654780420163","Mon Jun 30 15:16:42 +0000 2025","0","Kenapa junhee bunuh diri ya. Ga abis pikir.","1939704654780420163","","","in","","0","0","0","https://x.com/undefined/status/1939704654780420163","71210408",
"1939698820683890770","Mon Jun 30 14:53:31 +0000 2025","0","Yallah ini kemana lagi ga tahan yallah mau bunuh diri ga tahan banget banget banget cape banget","1939698820683890770","","","in","","0","0","0","https://x.com/undefined/status/1939698820683890770","1567120601558716416",
"1939697339683516837","Mon Jun 30 14:47:38 +0000 2025","0","Aku shock banget ternyata dewi ayu cucunya ma iyang dan dewi ayu nikah sama ma gedik buat bikin ma gedik bunuh diri di bukit seberang bukit ma iyang bunuh diri namain bukit itu bukit ma gedik sama kaya bukit ma iyang","1939697339683516837","","","in","","0","0","0","https://x.com/undefined/status/1939697339683516837","1466784263689277441",
"1937506616099889250","Mon Jun 30 14:38:18 +0000 2025","0","@heybubble13 Kayanya disini aku pinjamannya yang paling banyak Spnjam: 21jt Spylater: 13jt Gopaypinjam: 11jt Dadaku sakit banget pengen bunuh diri","1939694990198018369","","heybubble13","in","","0","3","0","https://x.com/undefined/status/1939694990198018369","1066926816726679553",
"1939692706894352876","Mon Jun 30 14:29:13 +0000 2025","1","menurut gw bom.bunuh diri ini setelah khs muncul semua","1939692706894352876","","","in","","0","0","0","https://x.com/undefined/status/1939692706894352876","1820643113490382848",
"1939692452140757208","Mon Jun 30 14:28:12 +0000 2025","0"," Bunuh diri jalur apa kak? Jalur tulisan ","1939692452140757208","","","in","","0","0","0","https://x.com/undefined/status/1939692452140757208","1324482525792591872",
"1939692126360789256","Mon Jun 30 14:26:55 +0000 2025","0","Apehal cloud mati pulak. Good people always die. Tapi kalau bukan sebab makwe wind rasanya cloud dah boleh setel awal dah wind tu. Last last makwe cloud mati dulu sebab wind bunuh. Last last nak tengok kawan baik dia bahagia cloud pon amik keputusan korbankan diri. Cibei.","1939692126360789256","","","in","","0","0","0","https://x.com/undefined/status/1939692126360789256","1740739539734564864",
"1939690539483545713","Mon Jun 30 14:20:36 +0000 2025","0","gimana rasanya di bully satu perusahaan? dipandang rendah dan jijik sama orang-orang? sampe lo bilang pengen bunuh diri wkwk orang-orang sekarang tau kelakuan busuk lo aslinya gmn. murahan.","1939690539483545713","","","in","","0","0","0","https://x.com/undefined/status/1939690539483545713","1295772466539712512",
"1939689360078864670","Mon Jun 30 14:15:55 +0000 2025","0","gue udah ditahap kalo dia beneran bunuh diri pun gue ga peduli.","1939689360078864670","","","in","","0","0","0","https://x.com/undefined/status/1939689360078864670","1295772466539712512",
"1939605441740476476","Mon Jun 30 14:15:28 +0000 2025","0","@labiebsadat 4 gol bunuh diri wkwk","1939689244920086764","","labiebsadat","in","","0","0","0","https://x.com/undefined/status/1939689244920086764","1134580929903509504",
"1939667000672014782","Mon Jun 30 13:53:26 +0000 2025","19","@unmagnetism Tah bisa berubah jadi transfomer cocok oge jadi bom bunuh diri https://t.co/5hSwl1b8OS","1939683701983719491","https://pbs.twimg.com/media/GuskDD4XkAAc3pX.jpg","unmagnetism","in","","0","0","0","https://x.com/undefined/status/1939683701983719491","380348361",
"1939314541097325047","Mon Jun 30 13:47:03 +0000 2025","0","@ommi_siregar @bobbynasution_ Sama saja bunuh diri sok sokan sidak sedang kan dirinya tidak bersih","1939682092389974365","","ommi_siregar","in","","0","0","0","https://x.com/undefined/status/1939682092389974365","1603821499088916480",
"1939682004687368584","Mon Jun 30 13:46:42 +0000 2025","10","inget ngehamilin cowo fiksi itu lbh baik drpd bunuh diri ya gais","1939682004687368584","","","in","","0","3","1","https://x.com/undefined/status/1939682004687368584","1651598605525057541",
"1939630061113782341","Mon Jun 30 10:21:57 +0000 2025","0","Minsu dan daeho - agak kesal ke mrk Krn terlalu penakut cuma cara matinya nyesek Kakek 1000 - lu aki2 kok bisa anjir bertahan hidup Ampe last game. Ngeselin jg Yongsik - lu beban Nenek 149 - lu kenapa bunuh anakmu woi demi org lain dan kenapa bunuh diri Gilaa ga masuk logika","1939630479445262412","","noldy_v","in","","0","1","0","https://x.com/undefined/status/1939630479445262412","1122918899786248192",
"1939627390600392846","Mon Jun 30 10:09:41 +0000 2025","3","Aku pengen bunuh diri rasanya Kelilit pinjol nom besar semua Spinjam: 21jt Spaylater: 13jt Gopaypinjam: 10jt Kenapa sih dulu goblok banget yakin bakal bisa ketutup mutar2in uang di 3apps itu","1939627390600392846","","","in","","0","5","0","https://x.com/undefined/status/1939627390600392846","1066926816726679553",
"1939554848950915471","Mon Jun 30 09:46:35 +0000 2025","0","@ENHY_PJS knp diblock woi? yank?apaa?knp diblok?hah?ya orang telpon trus ya kenapa kan aku pngn telponan ya masa gaboleh login sih️ yaallah apasihhyaudahjawab dulu ajg lama bunuh diri gwstres ajgydh si by ngapain di perpanjang huaa","1939621577555050844","","cynosrure","in","","0","1","0","https://x.com/undefined/status/1939621577555050844","1073091974058500096",
"1939147593864659044","Mon Jun 30 09:43:30 +0000 2025","1","@AndhiKang @WatchmenID Rewriting di atas itu ngasih nuance yg mirip dgn kematian Sang Woo. Despite all his betrayal dan decision nya yg amat sangat jahat at the end there s a glimpse of moral compass yg dia kasih liat dgn gk ngebiarin temen nya jadi pembunuh dia putusin untuk bunuh diri sendiri.","1939620802888171852","","Zuttomayonise","in","","0","0","0","https://x.com/undefined/status/1939620802888171852","1526492822857056257",
"1939608113033965810","Mon Jun 30 08:53:04 +0000 2025","0","CONTAINS SPOILERS Not to be dramatic but adegan Gihun bunuh diri got me bawling. Gihun literally sacrifice himself demi bayi yang orang tuanya aja udah gak ada dua-duanya. Dan bapak kandungnya udah bunuh orang yang selama ini bantuin dan peduli sama ibunya ... WHAT A SELFISH ACT https://t.co/wA6FC2iW3p","1939608113033965810","https://pbs.twimg.com/tweet_video_thumb/GurfSxzakAAIJTa.jpg","","in","","0","0","0","https://x.com/undefined/status/1939608113033965810","1389145884001067008",
"1939175880393363915","Mon Jun 30 08:25:35 +0000 2025","5","@dcsunardi @jawafess oya? bubarin pengajian bentrokan supporter bola sweeping peguruan silat parade sound horeg bom bunuh diri itu akur? ","1939601194906964395","","dcsunardi","in","","0","0","2","https://x.com/undefined/status/1939601194906964395","93490178",
"1939175347750072595","Mon Jun 30 08:23:06 +0000 2025","1","@KangManto123 Baguslah ganti personel damkar aja para polisi drpd lapor ke Polsek tidak ditanggapi @DivHumas_Polri https://t.co/a9lryAR2qk","1939600569142018202","","KangManto123","in","","0","0","0","https://x.com/undefined/status/1939600569142018202","1585564652821393408",
"1939599434813489543","Mon Jun 30 08:18:35 +0000 2025","0","yaallah gw hampir aja bunuh diri untung gw inget gw PO magazine esquire cover jakehoon. gamau mati sebelum jilat majalah itu.","1939599434813489543","","","in","","0","2","0","https://x.com/undefined/status/1939599434813489543","1304547789796380673",
"1939534361617170583","Mon Jun 30 08:14:20 +0000 2025","0","@StreetSamurai68 @pelat_baja @ARSIPAJA Lu baca dong komentar si nikel noh. Ada gk bilang Jokowi? Ujuk-ujuk lu nongol ma bukti tanah rakyat Gebe diserobot. Punya Wakizashi gk? Bunuh diri aja kalau punya. Pasukan Samurai itu kalau salah mereka milih bunuh diri timbang hidup dengan rasa malu.","1939598363466531326","","StreetSamurai68","in","","0","1","0","https://x.com/undefined/status/1939598363466531326","1797192855418765312",
"1939589507843801467","Mon Jun 30 08:01:24 +0000 2025","15","@txtdrbekasi kalau ke polres malah jadi bunuh diri","1939595107801661598","","txtdrbekasi","in","","1","1","1","https://x.com/undefined/status/1939595107801661598","1138655265920733184",
"1939592038573539336","Mon Jun 30 07:49:12 +0000 2025","0","Ingat kata temenmu g ush repot2 bunuh diri nanti mati2 sendiri ","1939592038573539336","","","in","","0","0","0","https://x.com/undefined/status/1939592038573539336","1220323052606513152",
